Action ID,Deal Type,Announce Date,Target Ticker,Acquirer Ticker,Deal Status,Deal Offer,Deal Attributes,Deal Description,Currency of Deal,Proposed Deal Type,Payment Type,Proposal Date,Amendment Date,Competing Bid Date,Completion/Termination Date,Announced Premium,Competing Bid Premium,Current Premium,Percent Owned,Percent Sought,Target Termination Fee,Acquirer Termination Fee,Has Contingency Payment,Target Industry Sector,Acquirer Industry Sector,Adviser Fees Disclosed,Target Legal Adviser,Acquirer Legal Adviser,Legal Adviser to Target Financial,Legal Adviser to Acquirer Financial,Target Financial Adviser,Acquirer Financial Adviser,Acquirer Financial Adviser Fee,Nature of Bid,Target Country/Region,Acquirer Country/Region,Target Security Description,Acquirer Security Description,Target Security Type,Acquirer Security Type,Target Revenue,Target Total Assets,Acquirer Total Assets,Acquirer Revenue,Target Gross Fixed Assets,Acquirer Gross Fixed Assets,Target Other Current Assets,Acquirer Other Assets,Target Current Assets to Total Assets,Acquirer Current Assets to Total Assets,Target Current Assets Reported,Acquirer Current Assets Reported,Acquirer Other Assets to Total Assets,Target Total Assets (FY-Specific - BDP),Target Revenue (FY-Specific - BDP),Acquirer Total Assets (FY-Specific - BDP),Acquirer Revenue (FY-Specific - BDP),Target Total Assets (Best Available),Target Total Assets Source,Acquirer Total Assets (Best Available),Acquirer Total Assets Source,Target Revenue (Best Available),Target Revenue Source,Acquirer Revenue (Best Available),Acquirer Revenue Source,Announced Total Value (mil.),Regime No.,Regime Start,Regime End,Intermediate Combined (R'm),Intermediate Target (R'm),Large Combined (R'm),Large Target (R'm),CPI Index (Dec 2024=100),CPI YoY %,Nominal GDP (R million),"Real GDP (R million, 2015 prices)","GDP Deflator (Index, 2015=100)",GDP Deflator YoY %,Market Capitalisation (R million),"Combined Limb Value (best of 4 routes, R'm)","Target Limb Value (max of assets/turnover, R'm)",Classification,Data Completeness,Year
243328019,M&A,2025/7/23,AIP SJ,NTCPH IN,Completed,,"Minority Purchase, Cross Border, Tender Offer, Company Takeover",Natco Pharma Ltd acquired a minority stake in Adcock Ingram Holdings Ltd. The transaction was announced on 7/23/2025 and completed on 11/11/2025.,ZAR,Preliminary Offer,Cash,2025/7/23,,,2025/11/11,47.10,,,0.000000,35.750000,,,No,Health Care,Health Care,N,,,,,Goldman Sachs,,,Friendly,South Africa,India,AIP,NTCPH,Common Stock,Common Stock,9760.33,8735.68,19943.7,8024.31,2967.08,7553.39,214.008,,60.0069,45.6243,5242.02,9099.19,26.2704,8354.883,9643.128,69063,39988,8354.883,FY-specific (point-in-time),69063.0,FY-specific (point-in-time),9643.128,FY-specific (point-in-time),39988.0,FY-specific (point-in-time),4324.83,4,2017-10-01,2026-04-30,600,100,6600,190,102.491666666667,3.21666666666667,7641793.2,4716600.6,162.019086373351,2.78961832299549,24187552.0,29704.03,9760.33,Large,Full (4/4),2025
24343033,INV,2006/12/8,MTA SJ,858257Z KY,Completed,,"Cross Border, Minority Purchase",Wesco Investments Ltd sold a minority stake in Metair Investments Ltd to Coronation Capital Ltd. The transaction was completed on 12/8/2006.,ZAR,,Cash,,,,2006/12/8,,,,0.000000,32.340000,,,No,Consumer Discretionary,Financials,N,,,,,,,,Friendly,South Africa,Cayman Islands,MTA,858257Z,Common Stock,Private Comp,17868.3,12581,36.1545,32.3947,7612.21,,843.57,,56.0073,37.0096,7046.27,13.3807,,1369.026,2151.02,,,1369.026,FY-specific (point-in-time),36.1545,MA-screen (current/latest - NOT point-in-time),2151.02,FY-specific (point-in-time),32.3947,MA-screen (current/latest - NOT point-in-time),490.57,2,2001-02-01,2009-03-31,200,30,3500,100,36.9166666666667,4.64166666666667,2057593.9,3602578.7,57.114474695584,6.06463577535368,5041515.0,17904.4545,17868.3,Large,Full (4/4),2006
243951346,M&A,2025/9/4,TKG SJ,MTN SJ,Proposed,,Company Takeover,MTN Group Ltd proposed to acquire Telkom SA SOC Ltd. The transaction was proposed on 9/4/2025. Financial terms of the transaction are unknown.,ZAR,Strategic Alt Review,Undisclosed,2025/9/4,,,,,,,0.000000,100.000000,,,No,Communications,Communications,N,,,,,,,,Friendly,South Africa,South Africa,TKG,MTN,Common Stock,Common Stock,44477,64418,498712,226707,,,2478,,28.8211,37.2786,18566,185913,23.0939,61191,42463,431731,188001,61191.0,FY-specific (point-in-time),431731.0,FY-specific (point-in-time),42463.0,FY-specific (point-in-time),188001.0,FY-specific (point-in-time),,4,2017-10-01,2026-04-30,600,100,6600,190,102.491666666667,3.21666666666667,7641793.2,4716600.6,162.019086373351,2.78961832299549,24187552.0,563130.0,64418.0,Large,Full (4/4),2025
243951865,M&A,2025/9/4,213619Z SJ,BLU SJ,Pending,,"Additional Stake Purchase, Cross Border, Majority Purchase",3C Telecommunications Pty Ltd announced the sale of Cell C Ltd to Blu Label Unlimited Group Ltd. The transaction was announced on 9/4/2025 and is currently pending. Financial terms of the transaction are undisclosed.,EUR,,Undisclosed,2023/2/23,,,,,,,49.529999,4.040000,,,No,Communications,Communications,N,,,,,,,,Friendly,South Africa,South Africa,213619Z,BLU,Private Comp,Common Stock,15749.1,25636.3,13028,13052.8,34750.5,376.054,96.7123,,17.6911,52.995,4535.34,6904.2,44.9524,,,15137.339,14598.444,25636.3,MA-screen (current/latest - NOT point-in-time),15137.339,FY-specific (point-in-time),15749.1,MA-screen (current/latest - NOT point-in-time),14598.444,FY-specific (point-in-time),,4,2017-10-01,2026-04-30,600,100,6600,190,102.491666666667,3.21666666666667,7641793.2,4716600.6,162.019086373351,2.78961832299549,24187552.0,38689.1,25636.3,Large,Full (4/4),2025
244430074,M&A,2025/10/16,RFG SJ,PMR SJ,Completed,,"Company Takeover, Tender Offer",Premier Group Ltd acquired RFG Holdings Ltd for ZAR 6555.27M. The transaction was announced on 10/16/2025 and completed on 3/31/2026.,ZAR,,Stock,,,,2026/3/31,33.30,,,0.000000,100.000000,,,No,Consumer Staples,Consumer Staples,N,,Dla Piper Llp,,,,,,Friendly,South Africa,South Africa,RFG,PMR,Common Stock,Common Stock,8137.76,6041.29,22052.7,21192.3,3707.52,13699.4,143.397,,54.8538,39.4369,3313.88,8696.88,26.7692,6011.307,8006.341,10425.5,18587.224,6011.307,FY-specific (point-in-time),10425.5,FY-specific (point-in-time),8006.341,FY-specific (point-in-time),18587.224,FY-specific (point-in-time),6555.29,4,2017-10-01,2026-04-30,600,100,6600,190,102.491666666667,3.21666666666667,7641793.2,4716600.6,162.019086373351,2.78961832299549,24187552.0,30190.46,8137.76,Large,Full (4/4),2025
244534031,INV,2025/10/27,OPA SJ,FSR SJ,Pending,19.0000,Minority Purchase,FirstRand Ltd announced the acquisition of a minority stake in Optasia Ltd. The transaction was announced on 10/27/2025 and is currently pending. Financial terms of the transaction are undisclosed.,ZAR,,Cash,,,,,,,31.1200,0.000000,20.100000,,,No,Technology,Financials,N,,,,,Moelis & Co,,,Friendly,South Africa,South Africa,OPA,FSR,Common Stock,Common Stock,4744.43,5005.97,2.74281e+06,241219,333.475,,479.91,,84.2365,,4216.86,,24.0212,141.786,151.191,2366815,147322,141.786,FY-specific (point-in-time),2366815.0,FY-specific (point-in-time),151.191,FY-specific (point-in-time),147322.0,FY-specific (point-in-time),,4,2017-10-01,2026-04-30,600,100,6600,190,102.491666666667,3.21666666666667,7641793.2,4716600.6,162.019086373351,2.78961832299549,24187552.0,2747815.97,5005.97,Large,Full (4/4),2025
245288259,M&A,2025/12/24,783608Z SJ,2233 HK,Proposed,,"Cross Border, Company Takeover",West China Cement Ltd proposed to acquire AfriSam South Africa Pty Ltd. The transaction was proposed on 12/24/2025. Financial terms of the transaction are unknown.,ZAR,Preliminary Offer,Undisclosed,2025/12/24,,,,,,,0.000000,100.000000,,,No,Materials,Materials,N,,,,,,,,Friendly,South Africa,China,783608Z,2233,Private Comp,Common Stock,6843.75,17859.6,83523.4,23909.7,4035.82,86013.3,52.845,,7.37279,23.3213,1316.75,19478.7,3.6872,,,36289.921,8344.946,17859.6,MA-screen (current/latest - NOT point-in-time),36289.921,FY-specific (point-in-time),6843.75,MA-screen (current/latest - NOT point-in-time),8344.946,FY-specific (point-in-time),,4,2017-10-01,2026-04-30,600,100,6600,190,102.491666666667,3.21666666666667,7641793.2,4716600.6,162.019086373351,2.78961832299549,24187552.0,101383.0,17859.6,Large,Full (4/4),2025
245579387,INV,2025/12/17,ACL SJ,1255Z SJ,Proposed,,Additional Stake Purchase,Industrial Development Corp of South Africa Ltd proposed to acquire ArcelorMittal South Africa Ltd. The transaction was proposed on 12/17/2025. Financial terms of the transaction are unknown.,ZAR,Negotiation,Undisclosed,2025/12/17,,,,,,,0.000000,0.000000,,,No,Materials,Government,N,,,,,,,,Friendly,South Africa,South Africa,ACL,1255Z,Common Stock,Private Comp,32291,21126,159323,25556,,12634,1991,,53.73,63.9995,11351,101966,31.7813,24941,38596,,,24941.0,FY-specific (point-in-time),159323.0,MA-screen (current/latest - NOT point-in-time),38596.0,FY-specific (point-in-time),25556.0,MA-screen (current/latest - NOT point-in-time),,4,2017-10-01,2026-04-30,600,100,6600,190,102.491666666667,3.21666666666667,7641793.2,4716600.6,162.019086373351,2.78961832299549,24187552.0,191614.0,32291.0,Large,Full (4/4),2025
246624547,INV,2026/4/13,OCT SJ,EMI SJ,Pending,,"Minority Purchase, Cross Border",A consortium led by Abax Investments Pty Ltd announced the sale of a minority stake in Octodec Investments Ltd to Emira Property Fund Ltd. The transaction was announced on 4/13/2026 and is currently pending.,SAR,,Cash,,,,,,,,0.000000,20.170000,,,No,Real Estate,Real Estate,N,,,,,,,,Friendly,South Africa,South Africa,OCT,EMI,REIT,REIT,2172.6,11479.6,16388.7,1459.26,,,,,,,338.618,1808.18,36.0209,11479.582,2172.603,16937.205,1691.3,11479.582,FY-specific (point-in-time),16937.205,FY-specific (point-in-time),2172.603,FY-specific (point-in-time),1691.3,FY-specific (point-in-time),3938.96,4,2017-10-01,2026-04-30,600,100,6600,190,,,,,,,,27868.300000000003,11479.6,Large,Full (4/4),2026
246624560,INV,2026/4/13,OCT SJ,EMI SJ,Pending,16.7500,"Additional Stake Purchase, Tender Offer",Emira Property Fund Ltd announced the acquisition of Octodec Investments Ltd for ZAR 656.78M. The transaction was announced on 4/13/2026 and is currently pending.,ZAR,,Cash,,,,,7.90,,-5.9000,20.170000,14.730000,,,No,Real Estate,Real Estate,N,Bowmans Tanzania,,,,,,,Friendly,South Africa,South Africa,OCT,EMI,REIT,REIT,2172.6,11479.6,16388.7,1459.26,,,,,,,338.618,1808.18,36.0209,11479.582,2172.603,16937.205,1691.3,11479.582,FY-specific (point-in-time),16937.205,FY-specific (point-in-time),2172.603,FY-specific (point-in-time),1691.3,FY-specific (point-in-time),656.78,4,2017-10-01,2026-04-30,600,100,6600,190,,,,,,,,27868.300000000003,11479.6,Large,Full (4/4),2026
247888293,M&A,2017/7/31,6950501Z LN,BVT SJ,Completed,,"Private Equity, Cross Border, Company Takeover, PE Seller",Alchemy Partners LLP sold Bidvest Noonan UK Ltd to Bidvest Group Ltd/The for EUR 172.88M. The transaction was announced on 7/31/2017 and completed on 8/7/2017.,EUR,,Cash,,,,2017/8/7,,,,0.000000,100.000000,,,No,Industrials,Consumer Discretionary,N,Macfarlanes LLP,A&L Goodbody/Baker McKenzie,,,Robert W Baird,Investec Bank,,Friendly,South Africa,South Africa,6950501Z,BVT,Private Comp,Common Stock,11763.9,7103.95,122623,130321,,40740.4,2651.21,,37.59,43.1532,2670.37,52915.8,,19.26833088752,58.67612502882179,45061.244,68241.101,19.26833088752,FY-specific (point-in-time),45061.244,FY-specific (point-in-time),58.67612502882179,FY-specific (point-in-time),68241.101,FY-specific (point-in-time),2702.45,3,2009-04-01,2017-09-30,560,80,6600,190,71.4416666666667,5.28333333333333,5078189.9,4501701.6,112.806008732343,5.4733229100365,15467873.0,142084.9,11763.9,Large,Full (4/4),2017
248284889,M&A,2010/12/22,1946502Z LN,BVT SJ,Completed,,"PE Seller, Private Equity, PE Exit, Cross Border, Company Takeover",Risk Capital Ltd sold Bidfresh Ltd to Bidvest Group Ltd/The for GBP 66.09M. The transaction was completed on 12/22/2010.,GBP,,Cash,,,,2010/12/22,,,,0.000000,100.000000,,,No,Consumer Staples,Consumer Staples,N,,,,,,HSBC,,Friendly,South Africa,South Africa,1946502Z,BVT,Private Comp,Common Stock,4169.05,2202.63,122623,130321,,40740.4,73.287,,31.9859,43.1532,704.529,52915.8,,39.671313,,38484.384,112427.831,39.671313,FY-specific (point-in-time),38484.384,FY-specific (point-in-time),4169.05,MA-screen (current/latest - NOT point-in-time),112427.831,FY-specific (point-in-time),690.36,3,2009-04-01,2017-09-30,560,80,6600,190,49.0333333333333,4.28333333333333,3055613.2,3973801.6,76.8939546453452,6.12843250176096,6698700.0,134490.05,4169.05,Large,Full (4/4),2010
25362959,M&A,2007/3/1,BPL SJ,ELR CN,Completed,,"Company Takeover, Cross Border, Additional Stake Purchase",Eastern Platinum Ltd acquired Barplats Investments Pty Ltd for ZAR 1028.29M. The transaction was announced on 3/1/2007 and completed on 5/29/2007.,ZAR,,Cash and Stock,,,,2007/5/29,31.26,,,69.900002,30.100000,,,No,Materials,Materials,N,,,,,,PSG Invt Bank,,Friendly,South Africa,Canada,BPL,ELR,Common Stock,Common Stock,385.624,685.425,2946.01,1101.12,1485.68,10161.6,6.248,,19.0359,28.3537,130.477,835.303,,685.4249877929688,385.6239929199219,689.7302016,12.116309266666667,685.4249877929688,FY-specific (point-in-time),689.7302016,FY-specific (point-in-time),385.6239929199219,FY-specific (point-in-time),12.116309266666667,FY-specific (point-in-time),1028.29,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,3631.4350000000004,685.425,Large,Full (4/4),2007
25641502,M&A,2007/3/22,RCL SJ,REM SJ,Terminated,,"Company Takeover, Additional Stake Purchase",Remgro Ltd announced the acquisition of RCL Foods Ltd/South Africa for ZAR 1718.39M. The transaction was announced on 3/22/2007 and terminated on 6/5/2007.,ZAR,,Cash or Stock,,,,2007/6/5,31.37,,,61.900002,38.000000,,,No,Consumer Staples,Financials,N,,,,,,,,Friendly,South Africa,South Africa,RCL,REM,Common Stock,Common Stock,24498.6,18362,142174,51506,,,13.956,,43.8066,21.0383,8043.76,29911,,2745.789,4101.454,41336,9802,2745.789,FY-specific (point-in-time),41336.0,FY-specific (point-in-time),4101.454,FY-specific (point-in-time),9802.0,FY-specific (point-in-time),1718.38,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,166672.6,24498.6,Large,Full (4/4),2007
25642282,M&A,2007/3/22,CBS SJ,184023Z SJ,Completed,,"Company Takeover, Additional Stake Purchase, Tender Offer",Public Investment Corp Ltd acquired CBS Property Portfolio Ltd for ZAR 1564.95M. The transaction was announced on 3/22/2007 and completed on 10/25/2007.,ZAR,,Cash,,,,2007/10/25,16.95,,,13.100000,86.900002,,,No,Industrials,Financials,N,Jowell Glyn Mara,,,,Investec Bank,Nedbank Capital,,Friendly,South Africa,South Africa,CBS,184023Z,Common Stock,Private Comp,171.126,2013.13,4617.25,1261.76,2.264,185.389,22.804,,2.62094,85.5959,52.763,3952.18,,2013.1290283203125,171.12600708007812,,,2013.1290283203125,FY-specific (point-in-time),4617.25,MA-screen (current/latest - NOT point-in-time),171.12600708007812,FY-specific (point-in-time),1261.76,MA-screen (current/latest - NOT point-in-time),1564.94,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,6630.38,2013.13,Large,Full (4/4),2007
25684734,INV,2007/2/27,SNT SJ,SLM SJ,Completed,,Additional Stake Purchase,Sanlam Ltd acquired Santam Ltd for ZAR 708.96M. The transaction was announced on 2/27/2007 and completed on 4/30/2007.,ZAR,,Cash,,,,2007/4/30,7.52,,,52.000000,5.880000,,,No,Financials,Financials,N,,,,,,,,Friendly,South Africa,South Africa,SNT,SLM,Common Stock,Common Stock,50952,82392,1.2957e+06,237116,,,,,,,,,,16816,11248,335482,70183,16816.0,FY-specific (point-in-time),335482.0,FY-specific (point-in-time),11248.0,FY-specific (point-in-time),70183.0,FY-specific (point-in-time),708.96,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,1378092.0,82392.0,Large,Full (4/4),2007
25731530,M&A,2007/3/28,LNC SJ,AAL LN,Completed,,"Company Takeover, Cross Border, Private Equity, PE Exit, PE Seller",A consortium led by Brimstone Investment Corp Ltd sold Lenco Holdings Ltd to Anglo American PLC for ZAR 780.00M. The transaction was announced on 3/28/2007 and completed on 7/4/2007.,ZAR,,Cash,,,,2007/7/4,,,,0.000000,100.000000,,,No,Financials,Materials,N,,,,,,,,Friendly,South Africa,United Kingdom,LNC,AAL,Common Stock,Common Stock,133.993,318.8,927647,331592,35.634,1.16555e+06,,,18.0674,32.3445,57.599,300043,,,,46483,24991,318.8,MA-screen (current/latest - NOT point-in-time),46483.0,FY-specific (point-in-time),133.993,MA-screen (current/latest - NOT point-in-time),24991.0,FY-specific (point-in-time),780.00,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,927965.8,318.8,Large,Full (4/4),2007
26233137,M&A,2007/5/3,ATS SJ,ACP SJ,Completed,,"Company Takeover, Additional Stake Purchase",Acucap Properties Ltd acquired Atlas Properties Ltd for ZAR 1157.94M. The transaction was announced on 5/3/2007 and completed on 8/28/2007.,ZAR,,Cash or Stock,,,,2007/8/28,5.96,,,35.000000,65.000000,,,No,Real Estate,Real Estate,N,Edward Nathan,,,,Investec Inc,Java Capital,,Friendly,South Africa,South Africa,ATS,ACP,Unit,REIT,624.298,1391.51,12572.8,679.829,3.515,,6.965,,3.38057,,47.041,,,1391.512939453125,177.17599487304688,2481.86,213.045,1391.512939453125,FY-specific (point-in-time),2481.86,FY-specific (point-in-time),177.17599487304688,FY-specific (point-in-time),213.045,FY-specific (point-in-time),1157.94,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,13964.31,1391.51,Large,Full (4/4),2007
26305547,M&A,2007/5/9,MFL SJ,IRM US,Terminated,,"Cross Border, Majority Purchase",Iron Mountain Inc announced the acquisition of Metrofile Holdings Ltd for ZAR 700.99M. The transaction was announced on 5/9/2007 and terminated on 7/18/2007.,ZAR,,Cash,,,,2007/7/18,2.90,,,0.000000,75.000000,,,No,Technology,Technology,N,,,,,,,,Friendly,South Africa,United States,MFL,IRM,Common Stock,REIT,1066.13,1379.22,349976,123399,1191.66,280354,61.273,,25.1153,9.15967,346.396,32056.7,,235.317,276.246,5209.521,2350.342,235.317,FY-specific (point-in-time),5209.521,FY-specific (point-in-time),276.246,FY-specific (point-in-time),2350.342,FY-specific (point-in-time),700.99,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,351355.22,1379.22,Large,Full (4/4),2007
26358295,BUY,2007/5/14,SLM SJ,SLM SJ,Pending,,,,ZAR,,,,,,2007/5/21,,,,0.000000,0.000000,,,,Financials,Financials,N,,,,,,,,,South Africa,,SLM,SLM,Common Stock,Common Stock,237116,1.2957e+06,1.2957e+06,237116,,,,,,,,,,335482,70183,335482,70183,335482.0,FY-specific (point-in-time),335482.0,FY-specific (point-in-time),70183.0,FY-specific (point-in-time),70183.0,FY-specific (point-in-time),375.00,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,2591400.0,1295700.0,Large,Full (4/4),2007
26479211,INV,2007/5/23,AEE SJ,ABG SJ,Completed,,Minority Purchase,Absa Group Ltd acquired a minority stake in African Equity Empowerment Investments Ltd. The transaction was completed on 5/23/2007.,ZAR,,Cash,,,,2007/5/23,,,,0.000000,10.000000,,,No,Consumer Staples,Financials,N,,,,,,,,Friendly,South Africa,South Africa,AEE,ABG,Common Stock,Common Stock,734.246,1711.96,2.23948e+06,207703,,,384.472,885775,46.2336,,791.502,,,731.370972,422.417999,495112,54447,731.370972,FY-specific (point-in-time),495112.0,FY-specific (point-in-time),422.417999,FY-specific (point-in-time),54447.0,FY-specific (point-in-time),30.53,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,2241191.96,1711.96,Large,Full (4/4),2007
26680339,M&A,2006/12/18,FSP SJ,EMI SJ,Completed,,Company Takeover,Emira Property Fund Ltd acquired Freestone Property Holdings Ltd for ZAR 2938.93M. The transaction was announced on 12/18/2006 and completed on 6/5/2007.,ZAR,,Cash and Stock,,,,2007/6/5,109.09,,,0.000000,100.000000,,,No,Real Estate,Real Estate,N,,,,,,KPMG Corp Fin,,Friendly,South Africa,South Africa,FSP,EMI,Unit,REIT,256.962,2198.85,16388.7,1459.26,,,36.032,,26.5386,,583.544,1808.18,,1325,208.2259979248047,2300.783,410.642,1325.0,FY-specific (point-in-time),2300.783,FY-specific (point-in-time),208.2259979248047,FY-specific (point-in-time),410.642,FY-specific (point-in-time),2938.94,2,2001-02-01,2009-03-31,200,30,3500,100,36.9166666666667,4.64166666666667,2057593.9,3602578.7,57.114474695584,6.06463577535368,5041515.0,18587.55,2198.85,Large,Full (4/4),2006
26810893,M&A,2007/6/15,UMN LN,ARVCF US,Completed,,"Company Takeover, Cross Border, Additional Stake Purchase, Tender Offer",Areva SA acquired AREVA Resources Southern Africa Inc for USD 1896.89M. The transaction was announced on 6/15/2007 and completed on 9/4/2007.,USD,,Cash,,,,2007/9/4,18.23,,,5.500000,94.500000,75,,No,Materials,Industrials,N,Heenan Blaikie,Blake Cassels/Weil Gotshal,,,,Rothschild & Co,,Friendly,South Africa,France,UMN,ARVCF,Common Stock,Common Stock,,1049.42,416160,178.96,,1477.54,3.2796,,65.1876,98.914,684.088,411640,,150.176061,0,25893,10863,150.176061,FY-specific (point-in-time),25893.0,FY-specific (point-in-time),0.0,FY-specific (point-in-time),10863.0,FY-specific (point-in-time),13533.52,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,417209.42,1049.42,Large,Partial (3/4),2007
26860017,INV,2007/4/26,CPI SJ,PSG SJ,Completed,,"Additional Stake Purchase, Tender Offer",PSG Group Ltd acquired Capitec Limited for ZAR 545.40M. The transaction was announced on 4/26/2007 and completed on 6/18/2007.,ZAR,,Stock,,,,2007/6/18,,,,18.400000,16.500000,,,No,Financials,Financials,N,,,,,,,,Friendly,South Africa,South Africa,CPI,PSG,Common Stock,Common Stock,61650.7,263284,26793,7453,,,,,,,,,,1251.272,838.794,1833.33,1171.55,1251.272,FY-specific (point-in-time),1833.33,FY-specific (point-in-time),838.794,FY-specific (point-in-time),1171.55,FY-specific (point-in-time),545.40,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,290077.0,263284.0,Large,Full (4/4),2007
27127746,M&A,2007/7/5,DMR SJ,KUU/H CN,Completed,,"Company Takeover, Cross Border",Kuuhubb Inc acquired Diamond Core Resources Ltd for CAD 77.89M. The transaction was announced on 7/5/2007 and completed on 2/11/2008.,CAD,,Stock,,,,2008/2/11,-0.32,,,0.000000,100.000000,,,No,Materials,Communications,N,,,,Fasken Martineau,,RBC Capital Mkts,,Friendly,South Africa,Canada,DMR,KUU/H,Common Stock,Common Stock,,325.478,11.5681,58.3153,128.506,3.38013,,,25.2613,91.9758,82.22,10.6399,,329.41082763671875,0,8.097741,0,329.41082763671875,FY-specific (point-in-time),8.097741,FY-specific (point-in-time),0.0,FY-specific (point-in-time),0.0,FY-specific (point-in-time),516.82,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,383.7933,325.478,Intermediate,Partial (3/4),2007
28573240,M&A,2007/10/24,ALT SJ,AEL SJ,Terminated,,"Company Takeover, Additional Stake Purchase",Altron Ltd announced the acquisition of Allied Technologies Ltd for ZAR 3308.11M. The transaction was announced on 10/24/2007 and terminated on 12/3/2007.,ZAR,,Stock,,,,2007/12/3,22.81,,,61.799999,38.200001,,,No,Communications,Communications,N,HR Levin,Edward Nathan,,,Nedbank Group,Investec Bank,,Unsolicited,South Africa,South Africa,ALT,AEL,Common Stock,Common Stock,10161,3764,9648,9637,881,,231,,55.7386,50.6219,2098,4884,,2976,6041,7447,13969,2976.0,FY-specific (point-in-time),7447.0,FY-specific (point-in-time),6041.0,FY-specific (point-in-time),13969.0,FY-specific (point-in-time),3308.11,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,19809.0,10161.0,Large,Full (4/4),2007
28573568,M&A,2007/10/24,GNK SJ,SAABB SS,Completed,,"Company Takeover, Cross Border, Additional Stake Purchase",Kunene Technology Ltd sold Grintek Ltd to Saab AB for SEK 240.00M. The transaction was completed on 10/24/2007.,SEK,,Cash,,,,2007/10/24,,,,70.000000,30.000000,,,No,Industrials,Industrials,N,,,,,,,,Friendly,South Africa,Sweden,GNK,SAABB,Common Stock,Common Stock,1406.42,1226.67,224006,144466,251.375,61376,52.465,,77.8026,66.2192,954.379,148335,,,,32771,21063,1226.67,MA-screen (current/latest - NOT point-in-time),32771.0,FY-specific (point-in-time),1406.42,MA-screen (current/latest - NOT point-in-time),21063.0,FY-specific (point-in-time),246.99,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,225412.42,1406.42,Large,Full (4/4),2007
28586702,INV,2007/10/25,SBK SJ,601398 CH,Completed,,"Private Placement, Cross Border, Minority Purchase","Industrial & Commercial Bank of China Ltd acquired a minority stake in Standard Bank Group Ltd. The transaction was announced on 10/25/2007 and completed on 03/03/2008. At the time of completion, this was the largest deal on record that involved Industrial & Commercial Bank of China.",ZAR,,Cash,,,,2008/3/3,,,,0.000000,20.000000,,,No,Financials,Financials,N,Bowman Gilfill,Linklaters/Webber Wentzel,,,Deutsche Bank,Goldman Sachs/ICEA Capital Ltd/Lehman Brothers,,Friendly,South Africa,China,SBK,601398,Common Stock,Common Stock,307016,3.62085e+06,1.26764e+08,3.76158e+06,,,,5.6471e+07,,,,,,968991,82015,7508751,289755,968991.0,FY-specific (point-in-time),7508751.0,FY-specific (point-in-time),82015.0,FY-specific (point-in-time),289755.0,FY-specific (point-in-time),36673.29,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,130384850.0,3620850.0,Large,Full (4/4),2007
