Deal Type,Announce Date,Target Name,Acquirer Name,Announced Total Value (mil.),Deal Status,Target Industry Sector,Acquirer Industry Sector,Target Sales/Revenue/Turnover,Acquirer Sales/Revenue/Turnover,Target Total Assets,Acquirer Total Assets
"M&A",2017/11/26,"Denel SOC Ltd","State of Qatar",N/A,"Withdrawn","Industrials","Government",2729,,8525,
"AST",2017/11/27,"Voorspoed Diamond Mine","Potential Buyer",N/A,"Withdrawn","Materials","N.A.",,,,
"M&A",2025/3/19,"ArcelorMittal South Africa Ltd","Industrial Development Corp",N/A,"Withdrawn","Materials","Financials",32291,,21126,
"M&A",2025/6/6,"Fairheads Benefit Services Pty Ltd,Fairheads Financial Services Pty Ltd","Old Mutual Corporate Ventures Pty Ltd",N/A,"Withdrawn","Industrials, Financials","Industrials",,,,
"AST",2025/5/22,"Non core residential properties","Potential Buyer",N/A,"Withdrawn","Real Estate","N.A.",,,,
"AST",2025/5/23,"South African optronics business/Hensoldt AG","Potential Buyer",N/A,"Withdrawn","Industrials","N.A.",,,,
"AST",2025/4/17,"Dwnstream assets/South Africa","Abu Dhabi National Oil Co,Gunvor Group Ltd",N/A,"Withdrawn","Energy","Energy, Energy",,,,
"INV",2016/6/14,"DV Artisan Chocolate Pty Ltd","Vodafone Group PLC",N/A,"Withdrawn","Consumer Staples","Communications",,813593,,2.5496e+06
"INV",2016/6/23,"Ubank Ltd/South Africa","Oakbay Resources and Energy Ltd",N/A,"Withdrawn","Financials","Materials",,462.622,,9650.08
"AST",2016/8/18,"Uitkyk farms","Potential Buyer",N/A,"Withdrawn","Consumer Staples","N.A.",,,,
"M&A",2016/7/29,"Grindrod Trading Pty Ltd","NWK Ltd",N/A,"Withdrawn","Financials","Materials",,,,
"M&A",2016/4/18,"Broadband Infraco Pty Ltd","Vodacom Group Ltd",N/A,"Withdrawn","Communications","Communications",,167652,,276433
"AST",2016/4/22,"Gas stations/South Africa","Afric Oil Pty Ltd",N/A,"Withdrawn","Energy","Materials",,,,
"AST",2016/2/8,"Coal deposit property/Witbank region","Coal India Ltd",N/A,"Withdrawn","Materials","Materials",,331338,,514474
"INV",2016/2/11,"Consol Glass Pty Ltd,Primedia Pty Ltd","Potential Buyer",N/A,"Withdrawn","Materials, Communications","N.A.",,,,
"M&A",2015/12/16,"Absa Group Ltd","Public Investment Corp Ltd",N/A,"Withdrawn","Financials","Financials",207703,1261.76,2.23948e+06,4617.25
"M&A",2015/9/9,"Union PGM Mine","Potential Buyer",N/A,"Withdrawn","N.A.","N.A.",,,,
"M&A",2015/9/29,"Leeuw Mining & Exploration Pty Ltd,Amalahle Exploration Pty Ltd","Unnamed Buyer",N/A,"Withdrawn","Materials, Materials","N.A.",,,,
"AST",2015/8/25,"Non-core and strategically misaligned Assets","Potential Buyer",N/A,"Withdrawn","Industrials","N.A.",,,,
"AST",2023/4/25,"Street Fever/BMT Street Fever pty ltd","Foschini Retail Group Pty Ltd",N/A,"Withdrawn","Consumer Discretionary","Consumer Discretionary",,,,
"AST",2016/9/12,"Richards bay terminal/Optimum Coal Holdings Pty Ltd","Vitol Holding BV",N/A,"Withdrawn","Materials","Energy",,,,216356
"INV",2016/11/14,"RainFin Pty Ltd","Potential Buyer",N/A,"Withdrawn","Communications","N.A.",,,,
"M&A",2014/4/17,"Alexander Forbes Ltd","Potential Buyer",N/A,"Withdrawn","Financials","N.A.",411,,,
"M&A",2022/11/30,"Zoona Transactions International Ltd","Critical Ideas Inc",N/A,"Withdrawn","Financials","Technology",,,,
"M&A",2019/5/9,"Edgars Consolidated Stores Ltd","K2016470219 South Africa Ltd",N/A,"Withdrawn","Consumer Discretionary","Consumer Discretionary",,,,
"M&A",2024/4/24,"Red Rocket Pty Ltd","Potential Buyer",N/A,"Withdrawn","Energy","N.A.",,,,
"M&A",2022/7/14,"BioTherm Energy Pty Ltd","Exxaro Resources Ltd,Thungela Resources Ltd",N/A,"Withdrawn","Energy","Materials, Materials",,,,
"M&A",2007/8/13,"Tsogo Sun Limited","Management Group,Ethos Private Equity Pty Ltd,Black Economic Empowerment Partners",9913.25,"Terminated","Consumer Discretionary","Financials, Financials",10841,,14695,
"INV",2010/8/10,"ArcelorMittal South Africa Ltd","Broad-Based Black Economic Empowerment Consortium,Private Investors",9074.99,"Terminated","Materials","Financials",32291,,21126,
"INV",2005/12/14,"Impala Platinum Holdings Ltd","Royal Bafokeng Resources Holdings",5500.99,"Terminated","Materials","Materials",85459,,135857,
"M&A",2006/12/4,"Consol Ltd","Sphere Minerals Ltd,Sanlam Ltd,Ethos Private Equity Pty Ltd,Ontario Teachers' Pension Plan Board",6211.03,"Terminated","Materials","Materials, Financials, Financials, Financials",2456.9,,2339.6,
"AST",2010/6/24,"Zambeze Coal Project","Wuhan Iron & Steel Group Corp",6059.52,"Terminated","N.A.","Materials",,46470.3,,230645
"M&A",2015/3/20,"Maxshell 114 Investments Pty Ltd","Sun International Ltd/South Africa",9424.96,"Terminated","Financials","Consumer Discretionary",,12979,,13642
"M&A",2014/5/19,"Liquid Telecommunications South Africa Pty Ltd","Vodacom Group Ltd",7000.01,"Terminated","Communications","Communications",,167652,,276433
"M&A",2024/7/15,"Bell Equipment Ltd","IA Bell & Co Pty Ltd",7113.85,"Terminated","Industrials","Financials",11152.3,,8945.79,
"M&A",2010/3/31,"Kansai Plascon Africa Ltd","VVT Infrastructure Investments Ltd",2559.60,"Terminated","Materials","Financials",2765.01,,4594.95,
"M&A",2016/12/14,"Vukani Gaming Corp Pty Ltd,Galaxy Bingo Pty Ltd","Tsogo Sun Limited",4522.62,"Terminated","Consumer Discretionary, Consumer Discretionary","Consumer Discretionary",,10841,,14695
"M&A",2018/6/26,"Rage Distribution Pty Ltd","Long4Life Ltd",4014.35,"Terminated","Consumer Discretionary","Consumer Discretionary",,3582.54,,5721.8
"M&A",2019/7/15,"Eqstra Fleet Services Pty Ltd","Bidvest Group Ltd/The",3100.00,"Terminated","Consumer Discretionary","Consumer Discretionary",,126605,,124590
"M&A",2012/1/30,"Evander Gold Mines Ltd","Pan African Resources PLC,Witwatersrand Consolidated Gold Resources Pty Ltd",1700.00,"Terminated","Materials","Materials, Materials",,,,
"M&A",2018/9/4,"Murray & Roberts Holdings Ltd","ATON GmbH",2923.27,"Terminated","Materials","Consumer Discretionary",13452.4,,8160.3,
"AST",2006/12/14,"Furniture manufacturing business","Home of Living Brands Holdings Ltd",1152.00,"Terminated","N.A.","Consumer Discretionary",,995.7,,
"M&A",2024/12/12,"Bidvest Bank Ltd","Access Holdings PLC",2800.02,"Terminated","Financials","Financials",,65026.7,,592897
"M&A",2000/1/28,"Transvaal Sugar Beperk","Tongaat Hulett Pvt Ltd",1000.00,"Terminated","N.A.","Consumer Staples",,15479,,14022
"M&A",2000/8/25,"81 Property Portfolios","World Educational Technologies Ltd",1055.30,"Terminated","N.A.","N.A.",,2.583,,3.909
"INV",2008/4/17,"Homeland Mining and Energy SA Pty Ltd","GMR Airports Ltd",1171.31,"Terminated","Materials","Utilities",,29134.5,,98630.5
"AST",2017/2/7,"Tigo business/Senegal","Wari Group",1731.72,"Terminated","Financials","Industrials",,,,
"M&A",2006/11/1,"NAFCOC Investment Holding Co","Hosken Consolidated Investments Ltd",899.93,"Terminated","Consumer Staples","Consumer Discretionary",,24172.5,,64182
"INV",2005/12/22,"Mvelaphanda Resources Ltd","Incwala Resources Pty Ltd",763.00,"Terminated","Materials","Materials",,,,
"M&A",2007/8/27,"Sahara Holdings Pty Ltd","Morvest Group Ltd",765.00,"Terminated","Technology","Technology",,1100.76,,643.895
"M&A",2005/11/8,"NAFCOC Investment Holding Co","Johnnic Holdings Ltd",675.00,"Terminated","Consumer Staples","Real Estate",,,,
"M&A",2000/3/31,"Frame Group Ltd","Consortium",587.08,"Terminated","Consumer Discretionary","N.A.",1276.77,,1545.57,
"AST",2009/5/15,"Afgri'S Food Division","Sovereign Food Investments Ltd",741.37,"Terminated","N.A.","Consumer Staples",,2163.68,,1558.11
"M&A",2021/11/24,"LMS Holdco Pty Ltd,Destiny 11 Spring Pty Ltd,Lurco Eswatini Pty Ltd","Sable Exploration and Mining L",1200.01,"Terminated","Materials, Materials, Materials","Financials",,,,20.5406
"M&A",2021/11/24,"Vastek Trading Pty Ltd","Sable Exploration and Mining L",1200.01,"Terminated","Materials","Financials",,,,20.5406
"AST",1999/6/22,"Underlying assets","Capital Alliance Holdings Ltd",445.34,"Terminated","N.A.","Financials",,,,
"M&A",2020/8/3,"Building Co Pty Ltd/The","Cashbuild Ltd",1074.70,"Terminated","Consumer Discretionary","Consumer Discretionary",,11477.6,,6606.85
"M&A",2007/8/15,"Sonop Diamond Mining Pty Ltd","DiamondCorp PLC",437.19,"Terminated","Materials","Materials",,,,748.24
"INV",2003/11/27,"Grindrod Ltd","Jay & Jayendra Pty Ltd",367.30,"Terminated","Industrials","Financials",5558.33,,16129.9,
"M&A",2002/12/10,"Global Resorts SA Pty Ltd","Platinum Mile Investments 398 Pty Ltd",496.20,"Terminated","Consumer Discretionary","Financials",,,,
"M&A",2004/8/17,"Safuan Bara-Link SA","Memstar Technology Ltd",320.99,"Terminated","Unclassifiable","Industrials",,,,0.78168
"M&A",2022/3/17,"Altron Document Solutions Ltd","Bi-Africa Investment Holdings Pty Ltd",715.00,"Terminated","Consumer Discretionary","Financials",,,,
"INV",2001/4/4,"Harmony Gold Mining Co Ltd","Komanani Mining Ltd",370.20,"Terminated","Materials","Materials",73896,,77503,
"M&A",2015/5/19,"Reinhardt Transport Group Proprietary Ltd","Labat Africa Ltd",544.35,"Terminated","Industrials","Technology",,199.4,,675.514
"AST",2025/6/30,"Hyde Park Corner/Hyprop Investments Ltd","Millennium Equity Partners Pty Ltd",804.99,"Terminated","Financials","Financials",,,,
"AST",2000/12/21,"Century City Ltd","Richway Retail Properties Ltd",317.60,"Terminated","Real Estate","Real Estate",,95.85,,869.192
"M&A",2009/12/2,"Blyvooruitzicht Gold Mining Co Ltd","Aurora Empowerment Systems",296.00,"Terminated","Materials","Financials",,,,
"AST",2003/11/7,"Kalgold (Surface) Gold Tailings","Aflease Gold and Uranium Resources Ltd",277.26,"Terminated","N.A.","Materials",,16.128,,337.258
"M&A",2006/9/1,"Rockbury Properties Ltd","Flux Power Holdings Inc",277.20,"Terminated","Financials","Materials",,1207.14,,615.892
"INV",2014/1/30,"Blue Ridge Platinum Ltd,Sheba's Ridge Platinum Pty Ltd","Unnamed Buyer,China National Arts & Crafts Group Corp Ltd",414.53,"Terminated","Materials, Materials","Consumer Discretionary",,,,
"AST",2002/5/16,"Denel SOC Ltd","BAE Systems PLC",375.00,"Terminated","Industrials","Industrials",2729,667760,8525,839707
"M&A",2001/2/13,"Advtech Ltd","Consortium",290.26,"Terminated","Consumer Discretionary","N.A.",9330.4,,11297,
"M&A",2019/10/21,"Koornfontein Coal Mine","Lurco Group Pty Ltd",500.00,"Terminated","Materials","Materials",,,,
"AST",2019/7/30,"Protea Gardens mall","Exemplar REITail Ltd",460.24,"Terminated","Real Estate","Real Estate",,1586.17,,11710.5
"AST",2000/7/20,"Cinqplast Plastop","Astrapak Ltd",220.00,"Terminated","N.A.","Materials",,1348.37,,1840.51
"AST",2010/2/1,"Tsunami Crop Care Pty Ltd,Formulation plant assets","Oninamix Pty Ltd",210.00,"Terminated","Consumer Staples","Consumer Staples",,,,
"AST",2003/12/12,"Asset management business","FirstRand Ltd",175.00,"Terminated","N.A.","Financials",,155879,,2.58654e+06
"M&A",2004/9/16,"Boland Agri","Afgri Ltd",178.00,"Terminated","Consumer Staples","Consumer Staples",,8573,,7396
"M&A",2009/6/29,"Lime-Chem Pty Ltd","Sail Mining Group Ltd",207.17,"Terminated","Materials","Materials",,1422.78,,1601.42
"M&A",2004/7/20,"Mine Waste Solutions Pty Ltd","Centurion Gold Holdings Inc",154.98,"Terminated","Industrials","Materials",,,,
"M&A",2008/2/25,"Londoloza Resources Corp","Yowie Group Ltd",176.68,"Terminated","Materials","Consumer Staples",,218.296,,74.9007
"M&A",2006/10/13,"Salestalk 32 Pty Ltd,Bushveld Resources Pty Ltd","DigitalX Ltd",160.49,"Terminated","Materials, Materials","Financials",,69.5412,,1606.82
"M&A",2014/5/20,"Van Reenen Steel Pty Ltd","Austin Engineering Ltd",210.66,"Terminated","Industrials","Industrials",,4431.59,,3533.48
"AST",2015/8/17,"Knynsa Mall/South Africa","Ingenuity Property Investments Ltd",240.00,"Terminated","Real Estate","Real Estate",,468.379,,3969.21
"AST",2002/5/3,"Electronic/traffic/consulting ops","Allied Technologies Ltd",180.00,"Terminated","N.A.","Communications",,10161,,3764
"M&A",2003/8/29,"African Harvest Capital Holdings Pty Ltd","Purple Group Ltd",123.70,"Terminated","Financials","Financials",,486.671,,1264.74
"M&A",2007/11/14,"iChoices Call Centre Outsourcing Proprietary Ltd","Kelly Group SA Pty Ltd",110.00,"Terminated","Industrials","Industrials",,1422.64,,562.664
"AST",2018/5/21,"Portfolio of logistics properties/South Africa","Texton Property Fund Ltd",205.30,"Terminated","Real Estate","Real Estate",,278.371,,2473.35
"M&A",2017/10/5,"Belton Park Trading 134 Pty Ltd","Efora Energy Ltd",220.00,"Terminated","Energy","Energy",,41.944,,41.266
"M&A",1999/12/15,"Acuity Investments Ltd","Adcorp Holdings Ltd",98.80,"Terminated","N.A.","Industrials",,12458,,3026.54
"AST",2010/4/16,"Sedibelo Platinum Project","Sedibelo Platinum Mines Ltd",111.06,"Terminated","N.A.","Materials",,2125.19,,3866.8
"AST",2008/5/7,"Holfontein coal project","Lachlan Star Ltd",106.30,"Terminated","N.A.","Materials",,,,157.571
"M&A",2009/5/28,"Kaydav Industries Proprietary Ltd,Davidson's Holding Co","Rapicorp 168 Pty Ltd",112.19,"Terminated","Consumer Discretionary, Consumer Discretionary","Financials",,,,
"M&A",2010/9/2,"Comztek Holdings Pty Ltd","DataTec Ltd",97.00,"Terminated","Technology","Consumer Discretionary",,64153.5,,73847.9
"M&A",2016/10/24,"Genrec Engineering Pty Ltd","Nisela Capital Pty Ltd",185.00,"Terminated","Materials","Financials",,,,
"INV",2000/12/21,"Century City Ltd","Richway Retail Properties Ltd",100.00,"Terminated","Real Estate","Real Estate",,95.85,,869.192
"M&A",2009/7/10,"Emerald Insurance Co Ltd","Santam Ltd",100.00,"Terminated","Financials","Financials",,50952,,82392
"M&A",2003/6/25,"Rentmeester Assurance Ltd","Daisy Street Investments 172 Pty Ltd",91.00,"Terminated","Financials","Real Estate",,,,
"M&A",2009/3/3,"PSV Holdings Ltd","Iandra Industries Ltd",123.48,"Terminated","Industrials","Industrials",237.533,,103.104,
"AST",2022/2/21,"Household and personal care businesses/Libstar Holdings Ltd","PAPE Fund Managers Pty Ltd,Kanaka Chemicals Pty Ltd",174.60,"Terminated","Consumer Staples","Financials, Financials",,,,
"INV",2008/12/3,"Temo Coal Mining Pty Ltd,Manupont 243 Pty Ltd","Zelira Therapeutics Ltd",107.73,"Terminated","Materials, Materials","Health Care",,0.00771674,,15.1518
"M&A",1999/9/23,"Cardoso Cigarette Depot Ltd","Qiansui International Group Co",60.37,"Terminated","N.A.","Financials",,,,
"INV",2006/11/1,"Holmwoods and Back and Mason Pty Ltd","Innovation Group Ltd/The",66.15,"Terminated","Industrials","Technology",,3677.06,,6119.22
"M&A",2003/3/13,"Bonatla Property Holdings Ltd","Momentum Property Investments Pty Ltd",68.73,"Terminated","Real Estate","Real Estate",7.648,,376.524,
"M&A",2016/6/29,"WIZZIT Group Proprietary Ltd,WIZZIT Payments Proprietary Ltd","M Fitec International Ltd",104.41,"Terminated","Industrials, Industrials","Technology",,,,75.576
"INV",2000/11/14,"Barbrook Mines Ltd","Spring Hills Trading Ltd",52.08,"Terminated","Materials","N.A.",,,,
"AST",2015/10/20,"Arnot Coal Mine","Universal Coal PLC",90.00,"Terminated","Materials","Materials",,4411.56,,3769.07
"M&A",2008/2/22,"Retirement Fund Solutions Holdings Pty Ltd","Vunani Ltd",48.96,"Terminated","Financials","Financials",,808.796,,1989.22
"INV",2000/12/8,"Curamed Holdings Pty Ltd","Mediclinic International RF Pty Ltd",47.36,"Terminated","Health Care","Health Care",,35238,,79179
"M&A",2011/6/2,"ConnectNet Broadband Wireless Pty Ltd","Intertrading Ltd",41.78,"Terminated","Technology","Consumer Staples",,,,
"AST",2013/2/6,"Matsulu centre property","Fairvest Property Holdings Ltd",54.35,"Terminated","N.A.","Real Estate",,579.566,,3822.85
"M&A",2002/10/31,"NiMag Ltd","Joint Venture",60.00,"Terminated","Materials","N.A.",,,,
"AST",2021/11/8,"Fort Drury,Sediba/Jonannesbur","Central Plaza Investments 199 Pty Ltd",76.50,"Terminated","Real Estate, Real Estate","Financials",,,,
"M&A",2019/5/30,"Star Air Cargo Pty Ltd,Star Air Maintenance Pty Ltd","Comair Ltd",75.00,"Terminated","Industrials, Industrials","Industrials",,7125.64,,8146.76
"M&A",2001/10/3,"Assupol Life","Rentsure Holdings Ltd",44.16,"Terminated","Financials","Financials",,262.975,,393.537
"M&A",2002/10/8,"Prism TranSwitch Services Pty Ltd","Allied Technologies Ltd",47.00,"Terminated","Technology","Communications",,10161,,3764
"M&A",2004/5/13,"New Platinum Corp Pty Ltd","Jubilee Metals Group PLC",30.55,"Terminated","Materials","Materials",,356.779,,10005.5
"M&A",2022/7/19,"Italian Summer Holding Pty Ltd","SGT Solutions Pty Ltd",73.63,"Terminated","Financials","Communications",,,,
"M&A",2001/12/20,"RangeGate","Versatile Systems Inc",57.92,"Terminated","Technology","Technology",,147.138,,71.6871
"AST",2003/8/4,"Certain assets of Lyons","Icarus Investment Corp",31.05,"Terminated","N.A.","Financials",,,,
"M&A",2000/9/15,"Accronym Proprietary Ltd","Millennium Property Holdings Ltd",27.30,"Terminated","Technology","Communications",,,,58.329
"M&A",2016/6/29,"Finteq Africa Proprietary Ltd","M Fitec International Ltd",52.80,"Terminated","Technology","Technology",,,,75.576
"M&A",2008/9/1,"URU Henkries Ltd","URU Metals Ltd",26.93,"Terminated","Materials","Materials",,,,2.03863
"M&A",2004/5/4,"Groblersdal Project","Vonex Ltd",23.51,"Terminated","N.A.","Energy",,526.906,,369.623
"M&A",2021/10/7,"Dartcom SA Pty Ltd","Invicta Holdings Ltd",50.00,"Terminated","Technology","Consumer Discretionary",,8442.75,,9603.56
"M&A",2008/9/9,"Ubusha","Faritec Holdings Ltd",26.00,"Terminated","Industrials","Technology",,731.442,,317.228
"M&A",2005/8/3,"Ehlobo Investment Advisory Services Pty Ltd","AH-Vest Ltd",20.20,"Terminated","Consumer Staples","Consumer Staples",,237.081,,177.458
"M&A",2017/7/14,"Profitek Industrial Communication Pty Ltd","Etion Ltd",40.00,"Terminated","Technology","Technology",,,,512.325
"M&A",2011/8/16,"Boboko","Fangda Special Steel Technology Co Ltd",21.41,"Terminated","Materials","Materials",,45312,,46198.1
"M&A",2023/5/24,"Constantia Risk & Insurance Holdings Pty Ltd","TMM Holdings Pty Ltd",55.00,"Terminated","Financials","N.A.",,,,
"AST",2003/2/17,"Alluvial Diamond Tenements","Argosy Minerals Ltd",20.00,"Terminated","N.A.","Materials",,2.06819,,955.728
"M&A",2005/9/26,"Specpharm Pty Ltd","Cipla Medpro South Africa Ltd",15.16,"Terminated","Health Care","Health Care",,2297.22,,3012.93
"AST",2022/7/4,"Cape Road property/Gqeberha","Rivadax Pty Ltd",38.00,"Terminated","Real Estate","Financials",,,,
"AST",2019/12/3,"Muldersdrift Business","Consolidated Infrastructure Group Ltd",32.50,"Terminated","Materials","Industrials",,3168.57,,4822.44
"M&A",2010/2/26,"Cell Secure Holdings Pty Ltd","Zaptronix Ltd",16.00,"Terminated","Financials","Industrials",,27.85,,25.019
"INV",2022/6/2,"West Wits Mining SA Pty Ltd","West Wits Mining Ltd",28.86,"Terminated","Materials","Materials",,0.10587,,505.811
"M&A",2004/9/6,"New Promex Corp Pty Ltd","Arovella Therapeutics Ltd",12.13,"Terminated","Health Care","Health Care",,1.59981,,251.621
"AST",2007/12/12,"Reeflite business","Ellies Holdings Ltd",10.82,"Terminated","N.A.","Industrials",,993,,419.561
"M&A",2019/3/6,"Biodelta Pty Ltd","Natural Health Farm Holdings Inc",22.79,"Terminated","Health Care","Consumer Discretionary",,,,
"M&A",2017/3/22,"Cross Fire Management Pty Ltd","Jasco Electronics Holdings Ltd",20.00,"Terminated","Industrials","Industrials",,673.343,,408.997
"AST",2025/9/17,"Gunex Pty Ltd,Niobe Project/Namibia,EPL 7895/Namibia","Sultan Resources Ltd",20.63,"Terminated","Financials, Industrials, Consumer Discretionary","Materials",,0.361805,,56.0902
"M&A",2017/1/30,"Ormin Coal Pty Ltd","Labat Africa Ltd",16.00,"Terminated","Industrials","Technology",,199.4,,675.514
"AST",2000/3/24,"Cybicom Africa Technologies Ltd","ISA Holdings Ltd",6.83,"Terminated","N.A.","Technology",,127.887,,86.519
"M&A",2008/11/5,"Bloxwich Industries Pty Ltd","Crescendo Group Pty Ltd",10.00,"Terminated","Industrials","Industrials",,,,
"M&A",2015/11/4,"Curves Africa","BUKA INVESTMENTS LTD",14.00,"Terminated","Consumer Discretionary","Consumer Discretionary",,19.004,,3.521
"M&A",2022/3/17,"Genbiz Trading 1001 Pty Ltd","Bi-Africa Investment Holdings Pty Ltd",14.60,"Terminated","Consumer Discretionary","Financials",,,,
"M&A",2007/4/3,"Xanadu Mining Ltd","Goldstone Resources Ltd",6.66,"Terminated","Materials","Materials",,199.63,,477.449
"AST",2018/8/15,"Tubatse Homes/Burgersfort","Private Investor",12.60,"Terminated","Real Estate","N.A.",,,,
